reponame,developer1,developer2,developer3,developer4,developer5,developer6,developer7,developer8,developer9,developer10,developer11,developer12,developer13,developer14,developer15,developer16,developer17,developer18,developer19,developer20,developer21,developer22,developer23,developer24,developer25,developer26,developer27,developer28,developer29,developer30
hub4j/github-api,bitwiseman,garridobarrera,Haarolean,PierreBtz,davseitsev,alexanderkjall,mazurenkoe,emrebasar,frink182,nikclayton,java-codehunger,MarkEWaite,gsmet,graciemzhang,greg-p-cortex,dbaur,ChengDaqi2023,jglick,bostsnow,jeetchoudhary,lpgutierrez,Dohbedoh,stratiocommit-test,car-roll,hpsin,vasukulkarni,alexec,samrocketman,jtnord,
hubotio/hubot,joeyguerra,technicalpickles,xurizaemon,joh6nn,levenleven,adligit2,andygeorge,TEE-EMM97,Pilotmcxx,sjetha-pason,davidscholberg,pcunning,hfaulds,scarolan,,,,,,,,,,,,,,,,
hydephp/develop,caendesilva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyphanet/fred,ArneBab,Bombe,gits7r,Thynix,mkb2091,,,,,,,,,,,,,,,,,,,,,,,,,
ib/xarchiver,ib,kuraga,W4RH4WK,Saijin-Naib,jrichard326,welaq,gituser789,glixx,,,,,,,,,,,,,,,,,,,,,,
icsharpcode/ILSpy,christophwille,siegfriedpammer,dgrunwald,ElektroKill,miloush,KirillOsenkov,modz2014,ltrzesniewski,greenozon,CreateAndInject,clin1234,driver1998,workgroupengineering,andrewcrawley,teo-tsirpanis,irtimir,sgkoishi,pryvyd9,cshung,CyrusNajmabadi,mohramzi,fowl2,Neutron3529,StingyJack,ahdung,jamescrosswell,ificator,MV10,yyjdelete,cremor
IITC-CE/ingress-intel-total-conversion,xscreach,le-jeu,modos189,McBen,Heistergand,Schlepptop,Gollam,Verushomo-jp,BountyHunter23,mxxcon,cody-somerville,DanielOndiordna,jim0watters,,,,,,,,,,,,,,,,,
inaturalist/inaturalist,kueda,tiwane,pleary,rainhead,sylvain-morin,Mayuresh0072,frewsxcv,naamaarkin,jwidness,todtb,Optilete,bianavarga,alexshepard,chleeb,synrg,davidak,Manishpandey11,ShlokJswl,CWWhitney,thatkaiguy,efmer,,,,,,,,,
inet-framework/inet,PhilippComet,levy,howhangliu,zhangteng0526,Musteblume,ccsssyyy,adamgeorge309,ar8384,andrew-lukin,torokati44,tofastnet,Enough7,ZoltanBojthe,avarga,rhornig,,,,,,,,,,,,,,,
intel-analytics/BigDL,jason-dai,plusbang,rnwang04,TheaperDeng,Oscilloscope98,cyita,Le-Zheng,Uxito-Ada,hzjane,leonardozcm,hkvision,gc-fu,qiuxin2012,hoshibara,MeouSker77,ShanSimu,Hanyu-Jin,lalalapotter,xiangyuT,shane-huang,yangw1234,HensonMa,jenniew,glorysdj,sgwhat,Litchilitchy,liu-shaojun,ACupofAir,qiyuangong,Romanticoseu
internetarchive/bookreader,cdrini,iisa,UcDust,qtamu,AbdullahDaGoat,mheiman,,,,,,,,,,,,,,,,,,,,,,,,
internetarchive/openlibrary,jimchamp,cclauss,cdrini,mekarpeles,scottbarnes,Eds-Dbug,hornc,tfmorris,JaydenTeoh,RayBB,seabelis,carlsonrob,kmcgonigle,LeadSongDog,wildemberg-sales,Lasseignejk,codecov-commenter,jimman2003,purplem00n,Lux-Sales,onnotasler,russell-warlow,natea123,DebbieSan,pedrocampos0,JohannSuarez,MattSilverio,bitnapper,bicolino34,GustavoHenriqueRS
ipython/ipython,Carreau,krassowski,ccordoba12,jb-leger,shaperilio,cottrell,meeseeksmachine,martinfleis,NightMachinery,drunkwcodes,intgr,culler,jamespreed,mtelka,kmaork,bnavigator,pablogsal,EtiennePelletier,bollwyvl,DavidToneian,lfagundes,fperez,L1nkus,maciejzj,albireox,TNonet,jessie-hu-95,oscarbenjamin,10office,dshean
isaacs/node-glob,isaacs,nschonni,mrmlnc,paularmstrong,edi,DavidAnson,bkjohnson,jakeboone02,HarelM,gallofeliz,aabluedragon,wq1559,colinrotherham,gawi,YashRaniga,frankkulak,6XGate,zdm,justinmchase,scovetta,ryanblock,markcellus,geekact,djaramil,AndyOGo,leegee,romainmenke,musicq,skovhus,antitoxic
isaacs/node-lru-cache,isaacs,Thenkei,LucianBuzzo,overdev-l,blueberry6401,TannerS,7AkhilV,ghusse,guska8,holgerd77,dennyok,victorGS18,scarcoco,orgads,ilnicki,dancarasco,HuyAms,stephenliu1944,seranus,jer-sen,dceddia,,,,,,,,,
Islandora/islandora,rosiel,alxp,adam-vessey,jordandukart,whikloj,seth-shaw-asu,simonhm,ajstanley,wgilling,,,,,,,,,,,,,,,,,,,,,
jamespetts/simutrans-extended,Ranran-the-JuicyPork,ceeac,soukouki,jamespetts,,,,,,,,,,,,,,,,,,,,,,,,,,
jashkenas/coffeescript,STRd6,GeoffreyBooth,Inve1951,edemaine,vzakharov,gnh1201,zolomatok,sashashura,phil294,shurko0x4cfd,Charuru,dyoder,,,,,,,,,,,,,,,,,,
jashkenas/underscore,jgonggrijp,stevespages,stevenh,gavJackson,coveralls,,,,,,,,,,,,,,,,,,,,,,,,,
jasmine/jasmine,sgravrock,wraiford,jcarlosadm,dcsaszar,eduardhasanaj,json-derulo,MumblingFumbler,richlewis14,tstordyallison,yajaru,tymfear,DanKing123,Ulys,djjeck,apepper,dotnetCarpenter,,,,,,,,,,,,,,
jaspervdj/hakyll,Minoru,ozkutuk,ocramz,slotThe,Kleidukos,ribosomerocker,jaspervdj,,,,,,,,,,,,,,,,,,,,,,,
jaywcjlove/linux-command,jaywcjlove,Qliangw,tutianyu101,Evilrabbit520,BingCoke,admxj,apnpc,alfred-nice,Joke-csgo,T-TRz879,wizardforcel,xhal,conglinyizhi,a137933,LinuxZilong,charley008,here200,catAndZ,Luciferseva,ryanwx,abe520,,,,,,,,,
jazzband/django-axes,aleksihakli,hirotasoshu,GitRon,iafisher,314eter,Soykertje,kiraware,sevdog,hmarty-ea,CheHaoKang,Neumsy,stereodamage,Mutemi1998,,,,,,,,,,,,,,,,,
jazzband/django-debug-toolbar,tim-schilling,matthiask,living180,WhyNotHugo,mgorny,kunambi,pauloxnet,Lucidiot,elapouya,hamidrabedi,GergelyKalmar,dannosaur,bittner,bluetech,robslotboom,ulgens,jacopsd,forrestkouakou,KuzenkovAG,d9pouces,dimaulupov,carltongibson,Caiofcas,vitorgomateus,todorvelichkov,maziar-dandc,braiam,karolyi,,
jazzband/django-taggit,rtpg,pancakeDevelopment,hramezani,brittandeyoung,mirodil1,naskio,Rahimz,jaradc,auslaner,rcwestlake,jacoduplessis,,,,,,,,,,,,,,,,,,,
jberkel/sms-backup-plus,kurahaupo,locofocos,Wistou,arnaudboub,619rm,hirenshah,coman49,abhisheknair,eexit,,,,,,,,,,,,,,,,,,,,,
jbevain/cecil,mrvoorhe,jbevain,tanakorn,joshpeterson,Unkorunk,nulldatamap,Zastai,SimonCropp,workgroupengineering,Alex-Dobrynin,tom-englert,ltrzesniewski,spouliot,,,,,,,,,,,,,,,,,
jdbi/jdbi,hgschmie,stevenschlansker,Randgalt,TheRealRyGuy,buzzxu,SentryMan,ozcan1can,charley-zhang,mp911de,haowen-qu,satviksach,alexanderbaumann-toast,nagaraju1692,natebranchapp,andru47,Ezyhoo,RamonaBarbieru,marmor7,anborg,icaropires,kristoffSC,JoshDoug,sman-81,StanislavIsaev,radist-nt,VaughnVernon,xak2000,jarlah,arunshankerprasad,
jekyll/jekyll,jekyllbot,jmahoney,TomasHubelbauer,ashmaroli,fulldecent,soheilwikey1,ADTC,mattr-,TheEvilSkeleton,Apteryks,erizo-dev,ntkme,mslinn,mohammed-io,repo-reviews,Irishgeoff11,jorgectf,RamVasuthevan,ShrutiRDalvi,mahab339,Ronakmrup,flyingfisch,Naoyuk,kou,CNelias,LWFlouisa,y377,cryptogopher,Artanicus,ednykissyou
jelmer/dulwich,jelmer,kevinhendricks,nanonyme,pmrowla,tillias,DangerMouseB,anlambert,dimbleby,progval,efiop,bayangan1991,dAnjou,kyle-query,sjawhar,sisp,Kryan90,,,,,,,,,,,,,,
jenkins-infra/update-center2,daniel-beck,yaroslavafenkin,Kevin-CB,daypatrickb,NotMyFault,MarkEWaite,basil,nick-mathison,reda-alaoui,damianszczepanik,akyuznurettin,suleymanbarman,zbynek,dmamidisynopsys,songsb13,TobiX,ChenLuigi,nikhil-dabhade,mrmateo,jtnord,rishav887,alecharp,tdraebing,jayapandi7,ankit-patil-hubs,delanAtMergebase,sig-saraf,,,
jenkinsci/gerrit-trigger-plugin,ckreisl,rsandell,muffgaga,ride2ubaye,mobangjack,panicking,,,,,,,,,,,,,,,,,,,,,,,,
jenkinsci/git-plugin,MarkEWaite,basil,ckullabosch,itzikbekelmicrosoft,jglick,Matanelc,timja-bot,samrocketman,olivierdagenais,gabyx,Hrushi20,Seros,AmosguataCyberx,MattLud,harryssuperman,,,,,,,,,,,,,,,
jenkinsci/jenkins,basil,timja,NotMyFault,jglick,janfaracik,mawinter69,MarkEWaite,Vlatombe,daniel-beck,yaroslavafenkin,meiswjn,jtnord,uhafner,niralmaruda,Chrimle,krisstern,Bananeweizen,Wadeck,StefanSpieker,programbeginnerTW,benebsiny,lemeurherve,balakine,arrrtem22,Mysterious-Dev,divyasivasamy,Dohbedoh,Pushkar-Mahajan4,lifefire1,car-roll
jenkinsci/winstone,basil,4x0v7,narendrabtechcse,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jermolene/TiddlyWiki5,Jermolene,pmario,saqimtiaz,linonetwo,btheado,twMat,kookma,yaisog,Zacharia2,BramChen,mateuszwilczek,AnthonyMuscio,Arlen22,rmunn,buggyj,CrossEye,tavin,flibbles,dongrentianyu,GameDungeon,joshuafontany,EvidentlyCube,whjou,xcazin,Marxsal,tw-FRed,oeyoews,ericshulman,carmineguida,lilscribby
JetBrains/intellij-community,t-kameyama,xbreathoflife,abelkov,nskvortsov,vmadalin,amaembo,nikitabobko,Fabrice-TIERCELIN,alonalbert,east825,omega697,thetoothpick,gharrma,fp7,SirYwell,rendner,tl-hbk,guoci,chetdeva,victor-matchenko,vladimirdolzhenko,andymagee,cac03,darthorimar,zuevmaxim,bric3,npaige,seregamorph,ybedrov,HackerMadCat
JetBrains/kotlin,sellmair,udalov,hungvietnguyen,gavra0,ilya-g,mcpiroman,AngryGami,AmrAfifiy,sandwwraith,scaventz,whyoleg,DeoTimeTheGithubUser,soywiz,robledo6,mglukhikh,YoshiRulz,Icyrockton,MarkCMann,ForNeVeR,shalupov,troelsbjerre,akerimsenol,sd-yip,mknudson94,Goooler,kunyavskiy,speshuric,t-kameyama,jeffdgr8,odedniv
jgaeddert/liquid-dsp,jgaeddert,nowls,vankxr,atsampson,righthalfplane,Liambeguin,eddsalkield,campagn1,crroush,seonlee2013,jrmims,,,,,,,,,,,,,,,,,,,
jgm/pandoc,jgm,kamoe,StephanMeijer,tarleb,noahmalmed,benz0li,samahri,wlupton,hftf,kbroch-rivosinc,castedo,CodeSandwich,fsoedjede,wohenbushuang,hseg,nxn-4-wdf,frederik-elwert,VladimirAlexiev,coryschires,felixonmars,svenboulanger,freijon,mistmist,tigros,friendly,frabjous,peterjc,Ratramnus,allefeld,tk-100
jhlywa/chess.js,jhlywa,Manukyanq,gavin-lb,snk-js,jorgecasar,kartikgajjar7,JamJomJim,Fr34k9,JeffML,SeanTalley,GienKu,Pain2821,Rohith837,Epitomaniac,jadsongmatos,ItzDaMozhno,AlonsoDo,LandonSchropp,dhirallin,alcalawil,flacial,,,,,,,,,
jhy/jsoup,jhy,Isira-Seneviratne,perlan,821938089,madhurichaudhari123,AlexanderStocks,lengyue-ck,TalgatAkhm,turalsalamov,sam-hieken,garretwilson,terrettaz,weiwill,dinhnguyenbao,zhxzkhz,tjcoder,cmak9149,leekowalkowski-hmrc,666asd,analyst-anju,Knowledge-Tree-App,cjmalloy,antiquechrono,michaelarnauts,kdekooter,glaforge,sylantro,SahibYar,snak3b1te,kicktipp
jnunemaker/httparty,jnunemaker,carlosantoniodasilva,mishina2228,TheSmartnik,petergoldstein,john-h-k,zhen-w,JonMidhir,mikevoets,berti92,merchang,hs-ssamdani,Paprikas,dvanduzer,jaredbeck,splattael,johnnyshields,justinperkins,,,,,,,,,,,,
joblib/joblib,tomMoral,fcharras,ogrisel,GaelVaroquaux,jeremiedbb,Borda,glemaitre,lesteve,hroncok,scottgigante-immunai,gabrieldemarmiesse,imatiach-msft,ivanov,benjaminlyons,larsoner,JohannesBuchner,momomuchu,Leniox,juleskuehn,pimlock,stefan6419846,uchenily,celestinoxp,percevalw,AKuederle,royvelich,ZvikaZ,vnmabus,kalekundert,xloem
johnbillion/query-monitor,crstauf,johnbillion,szepeviktor,adamsilverstein,MadtownLems,GaryJones,stefanos82,rinatkhaziev,pierre-dargham,asafm7,mrdarrengriffin,meirs1,KennethErvinYoung,dd32,lmisch,BrianHenryIE,shivapoudel,,,,,,,,,,,,,
jonas/tig,koutcher,chengr4,RafalSkolasinski,krobelus,LowryConor,bsrz,MartyLake,CervEdin,slve,vt-alt,delanym,ilyagr,hth2,bigunyak,aberres,johnjohnk2,mtt-ableton,graves501,hezhizhen,pablospe,,,,,,,,,,
joomla/joomla-cms,brianteeman,richard67,HLeithner,laoneo,dgrammatiko,heelc29,sandewt,Fedik,obuisard,alikon,Quy,chmst,mfleeson,wilsonge,Hackwar,MacJoom,rajputanuj31,nikosdion,hans2103,Kaushik1216,BrainforgeUK,degobbis,bembelimen,GeraintEdwards,ChristineWk,sdwjoomla,zero-24,korenevskiy,dautrich,jjnxpct
JoshClose/CsvHelper,Rob-Hague,nfplee,JoshClose,YaroslavKormushyn,A9G-Data-Droid,NDO7689,jeoffm,00zgit,ldeluigi,julealgon,francescodente,claudy,zebi6321,andres-olivares-ncontracts,ArielKo1248,jihadkhawaja-bottomline,KennethKo,Anu666,dan296,AltruCoder,pagner,Rand-Random,chasse20,TimMakins,Kuubs,CodingOctocat,chriswill,rfink,,
jquery-validation/jquery-validation,bytestream,vickyjain05,muling,hackitnow278,fadlysafyuddinmaulana,allpassos,austindorsey,RobJohnston,,,,,,,,,,,,,,,,,,,,,,
jquery/jquery-ui,mgol,kendebacker,steve1346,moataseme,chunlinyao,jinnnyou,lehelkeresztes,dbisignani,gtasker10,stevengore,dominik5566,fgerodez,GedMarc,Mazp17,mhk76,,,,,,,,,,,,,,,
jquery/jquery,mgol,GeoffreyBooth,timmywil,gabibguti,Krinkle,DimitriPapadopoulos,ammar-Mohamed-elz3eeem,parallels999,Maxim-Mazurok,WhenJavaAttacks,viktordick,bschwarzent,indramal,jweaver0312,xixihahahha,angeljqv,Polda18,ilapavuluri,noxo,fadeli1,5minpause,ollie-iterators,raquelhortab,ewolfman,vamsikrishnach90,truthtahoe,guybedford,dmethvin,,
jruby/jruby,headius,enebo,kares,k77ch7,notEthan,eregon,ikaronen-relex,Confusion,ntkme,Leonardox45,chadlwilson,jsvd,mrnoname1000,donv,JasonLunn,byteit101,mohamedhafez,asomov,ahorek,snoglobe,edipofederle,palkan,rcrews,mrckzgl,gintama91,brasic,kristof-mattei,skunkworker,dolzenko,bquorning
jsbin/jsbin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jsdoc/jsdoc,microaaron,monikakalt,Hibou57,jimbob3806,wuXiuSen,D-Pow,BNdabwunze,rmlevangelio,hegemonic,simonseyock,solamanhuq,AnrDaemon,Azmisov,z3dev,Syed-Ali-Abbas-Zaidi,hhoangg,sandygudie,RonaldZielaznicki,Dean-NC,fingerartur,JustApp55,ivanakcheurov,mayank1513,markni,l0ner,Kostanos,telamon,leftmostcat,,
jsdom/jsdom,domenic,asamuzaK,KarelJanVanHaute,zjffun,SubliemeSiem,sveem,SamuelWei,alexandertrefz,DavidTeju,coolCucumber-cat,jamesbvaughan,rkdmf0000,wesleycoder,abbaseya,aquelehugo,octavio-vercetti,patrickpissurno,suityou01,luciomartinez,regseb,papandreou,jenseng,WebReflection,ocavue,Sirherobrine23,Ukhupacha,Enet4,htho,nchevsky,ericelliott
jsonpickle/jsonpickle,Theelx,jrobbins-LiveData,davvid,vnmabus,ks-mw,GaNiziolek,MamoonAhmad,danbodily,MaartenSneepKNMI,rishavganguly007,julian-goettingen,,,,,,,,,,,,,,,,,,,
juce-framework/JUCE,reuk,danra,KottV,stijnfrishert,jamierpond,vimproved,izzyreal,luzpaz,frordX,schuetzenhofer,alcomposer,FigBug,NickolayGerasimenko,nszhsl,aphelionz,rafalzalech,talaviram,mx,wupeka,yurivict,lazzarello,jony543,BaraMGB,,,,,,,
JuliaLang/julia,vtjnash,vchuravy,gbaraldi,KristofferC,pchintalapudi,aviatesk,Seelengrab,Keno,LilithHafner,stevengj,NHDaly,dkarrasch,oscardssmith,IanButterworth,d-netto,giordano,maleadt,topolarity,jishnub,aravindh-krishnamoorthy,nsajko,staticfloat,nanosoldier,adienes,kpamnany,ViralBShah,fingolfin,jakobnissen,sjkelly,Tokazama
justingit/dada-mail,justingit,edcoates,riker1,dickmo,jzeevi,cjwisniewski,,,,,,,,,,,,,,,,,,,,,,,,
kanyxmo/MineAdmin-Vue,NEKGod,taobali32,kanyxmo,zio-zhang,wangdezhong,ac8881,wilbur-yu,kxbyte,sorshion,littlezo,netyum,,,,,,,,,,,,,,,,,,,
karmab/kcli,karmab,larssb,LarsBingBong,mvazquezc,darknao,leo8a,lack,bayeslearner,palonsoro,pikapi111,vashirov,bookinabox,ferni7,xcnix,zaskan,,,,,,,,,,,,,,,
kazu-yamamoto/Mew,tats,kazu-yamamoto,yasuhirokimura,tkurtbond,yoshinari-nomura,,,,,,,,,,,,,,,,,,,,,,,,,
kelektiv/node-cron,intcreator,sheerlox,tudorbarbu,ManuLpz4,nerdkapilgupta,awaismehmood88,sss1612,GijsvandenHoven,mryellow,gramakri,AbhimanyuG,konotorii,arhip144,shoaifmansuri19,ledlamp,peganovme,CodFrm,Weeeendi,TinyDinosaur,rst630,tjpgt,didenkuswendi,Daedalline,phongvuhyuet,GamerGirlandCo,oh2th,jroa919,barisusakli,jeff00seattle,toume
kelektiv/node.bcrypt.js,recrsn,OIRNOIR,asobirov,PiotrekPKP,mfernandes-alcumus,manish828132,afraidjpg,mattiarainieri,MagicStarTrace,macrochel,no-creative-name,Forium777,akojha556,md-redwan-hossain,mirul786,navalega0109,vaiulian,joss12,nv-minh,mpauly-exnaton,bete7512,Zer0xTJ,zou-hong-run,LaszloR1,Voxeliorn,vamshizz,esun237,mohammad-a-hossain,axel-lukongo,mrinc
killme2008/aviatorscript,killme2008,jiudc,1024lzx,1sua,guosansan,NewGr8Player,9527dong,zengnm,wy545,qichhhhh,yang3shi,hbisbest,18206872076,SUSTCFather,kinoud,mjg2091864671,cyningchen,hug3id,Ocean5555,noShampoo,oooqqqooo,hillfly,deific,walterlife,peterxiemin,SimpleExpress,andy-yanggu,NiMengSL,zilong,
kivy/kivy,misl6,Zerus97,pythonic64,DexerBR,JoaoRoizenFontana,matheussmoreira,akshayaurora,mak8kammerer,abedhammoud,GreenJon902,paulvanharen,Fretless14,Julian-O,baseplate-admin,20Tauri,DarkSparkAg,jhonatancaetano,atharva-satpute,CoreTaxxe,jfishzon,Noor-Kalibbala,JacekJagosz,Sumit112192,badjano,Ahd999,RobertFlatt,RadoslawGlebicki,Cheaterman,Buratini,srolf
kmuto/review,kmuto,kdmsnr,takahashim,uyumyuuy,kazken3,kzhk75,,,,,,,,,,,,,,,,,,,,,,,,
knolleary/pubsubclient,woolseyj,shadowfighterCA,superbool,GnomiBerlin,fabltd,muggenhor,visiontronic,UdayChaduvula,ahmadaufash,BruceAKABear,AB-informatica-service,jpmeijers,dancheeek92,furqon2710,ZanzyTHEbar,suni550,Willy9512,tony2feathers,Saad-Imtiaz,tablatronix,sblantipodi,MichMich,,,,,,,,
KnpLabs/KnpSnappyBundle,alexpozzi,NBoulfroy,juaniAla,qroques,Chris53897,jjfufu,rauldeheer,Steelwix,bruno-ds,PaulienM,garak,PedroTroller,,,,,,,,,,,,,,,,,,
Kozea/WeasyPrint,liZe,kygoh,pocomane,MWedl,grewn0uille,oshmoun,braggpeaks,btsunjin,Arrendify,flubshi,Raizencorp,fat-wabbit,darix,Crowdedlight,sahilrl,kreuzberger,FelixSchwarz,pointlessone,murraycollingwood,catcombo,zorro786,Bastilla123,yurtsevich-sbb,cafelinked,mahfozmt,oscardimanno,kannanpichai,Hayat21,ssjkamei,castedo
languagetool-org/languagetool,p-goulart,Luisa-LT,mark-baas,marcoagpinto,GillouLT,susanaboatto,danielnaber,LucieSteib,Grimst,jaumeortola,Discostu36,affemitkaraffe,maphjo,evan-defran-lt,tiff,baarsrj,SteVio89,AgnesKleinhans,fabrichter,AzadehSafakish,NicoWeio,Gallaecio,PlagaMedicum,donnerpeter,ljo,St-ac-y,FredKruse,ricardojosehlima,DimitriPapadopoulos,MasterDallun511
laravel/laravel,driesvints,taylorotwell,zepfietje,emargareten,tylernathanreed,nirav-gajera,timacdonald,TheBlckbird,GrahamCampbell,lazer-hybiz,szepeviktor,spawnia,jesseleite,chu121su12,fabio-ivona,ankurk91,Jubeki,rojtjo,m1guelpf,domnantas,milwad-dev,nunomaduro,lancepioch,maartenpaauw,ibrataha8,antonkomarev,frans-slabbekoorn,asanikovich,ziming,ralphschindler
latex3/latex3,josephwright,muzimuzhi,car222222,FrankMittelbach,davidcarlisle,moewew,gmilde,user202729,Skillmon,blefloch,jbezos,Sophanatprime,u-fischer,dbitouze,mbertucci47,PhelypeOleinik,jfbu,alceu-frigeri,samcarter,SwitWu,ACGNnsj,mrpiggi,ajparsloe,RuixiZhang42,cdonovick,cereda,aminophen,niruvt,gusbrs,
lattice/quda,weinbe2,maddyscientist,dmcdougall,hummingtree,kostrzewa,mathiaswagner,aniketsen,agrebe,detar,jcosborn,bjoo,mfrasca60,Marcogarofalo,Naresh-Eddula,jxy,srijitpaul,,,,,,,,,,,,,,
leachim6/hello-world,ahmedelsefir7,benzlokzik,PolnerA,youssefx991,Eason-S-Lu,manish24082003,AdamRariffin,Adithyaa07,JamesMeyette,LinaSami22,yousefsaad12,BastionAtackDev,abdalrhman7,CityIsBetter,luffdev,MrBrain295,Wevie0,Jeddi212,4m4Sec,4l3x1s,wzono,seanpm2001,Namidegen92,souzasat,GoldenretriverYT,abt8601,,,,
Leaflet/Leaflet,Falke-Design,jonkoops,IvanSanchez,mourner,yohanboniface,Dele-Oyelese,quarl,Malvoz,Beast-Hunter,WebSnke,agilvarry,anton-seaice,iamtekson,vanillajonathan,Princeghuman,denyaalt,samclaus,jia-mx,MokahalA,KristjanESPERANTO,peter1599,kuromoka,mtmail,olanaso,antoniovlx,JessieFrance,Wisieneu,MuhammadHashir28,AndressaBiagi,sunbeichen
ledger/ledger,afh,dbear496,valankar,tbm,madroach,ThatIsAPseudo,alensiljak,taviso,purcell,Tagirijus,jwiegley,rijenkii,nagakirankys,tdenny,leszekhanusz,moll,saneef,dbootyfvrt,bhagany,twrightsman,,,,,,,,,,
lepton-eda/lepton-eda,vzh,graahnul-grom,122christo,djcardinale,cestrauss,antonysigma,,,,,,,,,,,,,,,,,,,,,,,,
less/less.js,matthew-dean,Cyddharth-Gupta,Neohiro79,puckowski,opike,iChenLei,FlareZh,jfitzsimmons,iampaandey,tatof,Gourav2580,GitsOfVivek,Dagur,digitpk,RahatFatimah,dankolz,hututu-yo,HelloWorld017,TusharP05,bloep,VIRAT9358,vimal20002,vtclose,visuallization,TheRecklessDoctor,gadzbi123,IAmRiteshKoushik,SarveshChandnani,Stegen54,baileyandy
libevent/libevent,azat,mdavidsaver,thuantr-dek,diogoteles08,mgorny,mareksm,SunnyPaprika,fanquake,gysevvlad,yangxq5858,krzydyn,freecipher,ibauersachs,diizzyy,widgetii,zltl,tobim,thesamesam,MBeanwenshengming,zealoussnow,zanud,hart-NTP,yogo1212,asheplyakov,mllw,thefallentree,tonyyxliu,quanqixian,blastwave,jeremy-murphy
libffi/libffi,xclaesse,q66,hoodmane,eli-schwartz,iains,danglin44,atgreen,kleisauke,xiaokang00010,sbc100,BertalanD,ChengJin01,james28909,thesamesam,kanavin,pzzp,lb90,Berstanio,cooljeanius,danyeaw,Helflym,knn-k,ningz7,rdp,,,,,,
libretro/RetroArch,sonninnos,warmenhoven,LibretroAdmin,RobLoach,hizzlekizzle,schellingb,bslenul,substring,JesseTG,i30817,neil4,zoltanvb,hunter1026,ColinKinloch,Jamiras,GABO1423,jobimajobima,ethanaobrien,gouchi,vanfanel,grislyglee,zig-for,KamiLordus,hunterk,anaximan,barbudreadmon,trotsky40,mdrejhon,DLSuS23,whiteblue3
libvips/libvips,kleisauke,jcupitt,lovell,DarthSim,aradalvand,PHY3PAGEJ,xamir82,416c616e,DavidStorm,WeisiminPeng-Simmi,a3mar,senbaikang,jstkdng,suphamster,tinkyawoo,jbhanks,try-labs,brandoncc,a-bochilo,CoachRDeveloper,adriaanmeuris,romanzks,daverupp,chameleon10712,pointydev,euzada,fredprodibi,chaoxi24,jjonesrs,tongyuantongyu
libxmljs/libxmljs,rchipka,mureinik,tuananh,Matth--,olastor,hendrikmoree,ryotakob,jkowalleck,samuelhuwi,riley-ciq,Habbex,,,,,,,,,,,,,,,,,,,
lichess-org/lila,ornicar,lenguyenthanh,schlawg,kraktus,TheMadSword,scala-steward,benediktwerner,Tevajs,jalpp,stdolan,Diceroller-is-Fire,niklasf,Siderite,michd,Konstantinos07,TheTrio,fitztrev,ttomczak3,jxu,Arihol,adityaj2003,nojoking,TBestLittleHelper,Niffecs,EmptikBest,ErdoganSeref,drybalka,lagbuglag,thedancinglaundry,thomas-daniels
liferay/liferay-portal,Kvale1733,slnn,ealonso,regiCesar21,guilhermedcamacho,CLAassistant,ethib137,lfbesada,melodywu,leilanyaragao,W2jx,matuzalemsteles,jorgediaz-lr,gergelyszalay,Mikellorza,patriciajeanperez,allen-nagtalon,liferay-continuous-integration,michaelhashimoto,thiago-buarqque,NemethNorbert,antonio-ortega,brianikim,nNilton,rafaprax,Manda-vit,tainguyen100,CalumR23,brookedalton,andrea-ale-sbarra
Light-City/CPlusPlusThings,Light-City,laialaodi,c-cpp-a,zceeyh0,xiashunhan,jcraffael,libaineu2004,AjaxZhan,zrfan2001,lhx24,bylin0829,qidouhai,wangzy0327,,,,,,,,,,,,,,,,,
LimeSurvey/LimeSurvey,Shnoulle,gabrieljenik,olleharstedt,kevin-foster-uk,twilligls,ptelu,jack-han-115,tiborpacalat,adamzammit,Trischi80,c-schmitz,valerio-bozzolan,TonisOrmisson,huntr-helper,jorynag3l,Oz-men,BertHankes,mohabmes,weberhofer,ramishenouda48,dcore94,lajosarpad,jjborie,dilyanpalauzov,sewalsh,IJustDev,,,,
linux-test-project/ltp,metan-ucw,pevik,Indirajoga,LinuxVWQH,Mona-Bagare,ZhangHongchen1,brauner,Wjjoye,Sowmya-Indranna,hifilove,finist0,kanavin,LaberIScn,guzhou2022,ADITI-MISHRA310,binhth1307,mdoucha,mdchitale,acerv,Sowmya-TI,Avinesh,wangli5665,gouhao,,,,,,,
LinuxCNC/linuxcnc,andypugh,hansu,SebKuzminsky,petterreinholdtsen,weblate,c-morley,rene-dev,zz912,smoe,rodw-au,luzpaz,mbuesch,The-going,Sigma1912,snowgoer540,gmoccapy,phillc54,dpslwk,nomi-ramzan,grandixximo,pcw-mesa,YClayton,Stutchbury,knipknap,geenweb,bhowiebkr,WOWElectronics,d2inventory,ALatSMT,hdpreez
